mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.21,"10 km N of Oak Bay, Canada",1651023066720,1651120374000,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834541&format=geojson,,,,,reviewed,0,23,uw,61834541,",uw61834541,",",uw,",",origin,phase-data,",16.0,0.1195,0.25,76.0,ml,earthquake,"M 1.2 - 10 km N of Oak Bay, Canada"
5.0,south of the Kermadec Islands,1651022844802,1651080209040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgkn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgkn&format=geojson,,,,,reviewed,0,385,us,6000hgkn,",us6000hgkn,",",us,",",moment-tensor,origin,phase-data,",,4.07,0.46,75.0,mww,earthquake,M 5.0 - south of the Kermadec Islands
0.85,"8km NW of The Geysers, CA",1651022507030,1651023556537,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724926&format=geojson,,,,,automatic,0,11,nc,73724926,",nc73724926,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.007929,0.03,103.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
0.2,"8 km ENE of Floriston, California",1651021509588,1651113519583,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837958,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837958&format=geojson,,,,,reviewed,0,1,nn,00837958,",nn00837958,",",nn,",",origin,phase-data,",5.0,0.143,0.1248,139.54,ml,earthquake,"M 0.2 - 8 km ENE of Floriston, California"
0.9,"5 km SW of Walker, California",1651021320944,1651113481969,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837929,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837929&format=geojson,,,,,reviewed,0,12,nn,00837929,",nn00837929,",",nn,",",origin,phase-data,",7.0,0.072,0.0595,140.96,ml,earthquake,"M 0.9 - 5 km SW of Walker, California"
0.99,"9km SW of Idyllwild, CA",1651021278730,1651068673106,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246680,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246680&format=geojson,,,,,reviewed,0,15,ci,40246680,",ci40246680,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.06902,0.13,45.0,ml,earthquake,"M 1.0 - 9km SW of Idyllwild, CA"
0.91,"8km SW of Idyllwild, CA",1651021266540,1651065556330,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246672,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246672&format=geojson,,,,,reviewed,0,13,ci,40246672,",ci40246672,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36.0,0.06531,0.19,61.0,ml,earthquake,"M 0.9 - 8km SW of Idyllwild, CA"
0.88,"6km NW of The Geysers, CA",1651021195920,1651022056377,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724921&format=geojson,,,,,automatic,0,12,nc,73724921,",nc73724921,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01008,0.02,56.0,md,earthquake,"M 0.9 - 6km NW of The Geysers, CA"
1.17,"3km SE of Santa Rosa, CA",1651019591120,1651042638448,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724911&format=geojson,,,,,reviewed,0,21,nc,73724911,",nc73724911,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.04061,0.09,50.0,md,earthquake,"M 1.2 - 3km SE of Santa Rosa, CA"
4.3,"297 km SE of Pondaguitan, Philippines",1651019072822,1651703448040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h70p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h70p&format=geojson,,,,,reviewed,0,284,us,7000h70p,",us7000h70p,",",us,",",origin,phase-data,",,3.586,0.73,115.0,mb,earthquake,"M 4.3 - 297 km SE of Pondaguitan, Philippines"
1.73,"3 km SW of La Parguera, Puerto Rico",1651018736270,1651019509850,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346323,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346323&format=geojson,,,,,reviewed,0,46,pr,71346323,",pr71346323,",",pr,",",origin,phase-data,",4.0,,0.04,244.0,md,earthquake,"M 1.7 - 3 km SW of La Parguera, Puerto Rico"
2.3,"65 km S of Whites City, New Mexico",1651018640018,1651098003880,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022idyy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022idyy&format=geojson,,,,,reviewed,0,81,tx,2022idyy,",tx2022idyy,",",tx,",",origin,phase-data,",13.0,0.07662065295,0.3,80.0,ml,earthquake,"M 2.3 - 65 km S of Whites City, New Mexico"
1.37,"2km NNE of The Geysers, CA",1651018493500,1651122318625,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724901&format=geojson,,,,,reviewed,0,29,nc,73724901,",nc73724901,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.008568,0.03,57.0,md,earthquake,"M 1.4 - 2km NNE of The Geysers, CA"
4.6,"near the east coast of Honshu, Japan",1651018369261,1651703150357,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgkb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgkb&format=geojson,6.0,2.7,,,reviewed,0,327,us,6000hgkb,",us6000hgkb,",",us,",",dyfi,origin,phase-data,",,1.914,0.67,119.0,mb,earthquake,"M 4.6 - near the east coast of Honshu, Japan"
0.7000000000000001,"37 km NNE of Amboy, Washington",1651017947900,1651119063810,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834516&format=geojson,,,,,reviewed,0,8,uw,61834516,",uw61834516,",",uw,",",origin,phase-data,",15.0,0.004572,0.1,71.0,ml,earthquake,"M 0.7 - 37 km NNE of Amboy, Washington"
2.02,"5km E of Ocotillo Wells, CA",1651017246990,1651072502610,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246656&format=geojson,,,,,reviewed,0,63,ci,40246656,",ci40246656,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",74.0,0.07681,0.19,23.0,ml,earthquake,"M 2.0 - 5km E of Ocotillo Wells, CA"
4.1,"104 km N of Charlotte Amalie, U.S. Virgin Islands",1651017039790,1651641548040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022116003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022116003&format=geojson,,,,,reviewed,0,259,pr,2022116003,",pt22116000,us6000hgk2,pr2022116003,",",pt,us,pr,",",internal-origin,origin,phase-data,",25.0,1.0704,0.37,219.0,ml,earthquake,"M 4.1 - 104 km N of Charlotte Amalie, U.S. Virgin Islands"
3.76,"114 km NNE of Cruz Bay, U.S. Virgin Islands",1651016333330,1651641360040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022116002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022116002&format=geojson,,,,,reviewed,0,218,pr,2022116002,",us6000hgk0,pr2022116002,",",us,pr,",",origin,phase-data,",17.0,1.2519,0.35,323.0,md,earthquake,"M 3.8 - 114 km NNE of Cruz Bay, U.S. Virgin Islands"
-0.52,"86 km NNW of Karluk, Alaska",1651016205030,1651026264940,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056403&format=geojson,,,,,reviewed,0,0,av,91056403,",av91056403,",",av,",",origin,phase-data,",6.0,,0.07,149.0,ml,earthquake,"M -0.5 - 86 km NNW of Karluk, Alaska"
0.54,"13km NE of Little Lake, CA",1651016073390,1651093670696,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246648&format=geojson,,,,,reviewed,0,4,ci,40246648,",ci40246648,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.03412,0.07,76.0,ml,earthquake,"M 0.5 - 13km NE of Little Lake, CA"
1.0,"8 km S of Big Lake, Alaska",1651015727574,1651015872011,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c87bx1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c87bx1&format=geojson,,,,,automatic,0,15,ak,0225c87bx1,",ak0225c87bx1,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 1.0 - 8 km S of Big Lake, Alaska"
0.9,"18 km N of Fishhook, Alaska",1651015597413,1651015769800,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c86vp9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c86vp9&format=geojson,,,,,automatic,0,12,ak,0225c86vp9,",ak0225c86vp9,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 0.9 - 18 km N of Fishhook, Alaska"
1.97,"7 km NE of Fall City, Washington",1651015323570,1651222227953,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834496&format=geojson,1.0,2.7,,,reviewed,0,60,uw,61834496,",uw61834496,",",uw,",",dyfi,origin,phase-data,",23.0,0.1039,0.18,63.0,ml,earthquake,"M 2.0 - 7 km NE of Fall City, Washington"
0.86,"6km WNW of Cobb, CA",1651015106470,1651018395043,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724881&format=geojson,,,,,automatic,0,11,nc,73724881,",nc73724881,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.004002,0.03,69.0,md,earthquake,"M 0.9 - 6km WNW of Cobb, CA"
0.36,"6km W of Cobb, CA",1651015074550,1651017737972,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724876&format=geojson,,,,,automatic,0,2,nc,73724876,",nc73724876,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.006525,0.01,86.0,md,earthquake,"M 0.4 - 6km W of Cobb, CA"
1.7,"30 km SSW of Dry Creek, Alaska",1651015046893,1651015248226,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c84xdn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c84xdn&format=geojson,,,,,automatic,0,44,ak,0225c84xdn,",ak0225c84xdn,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 1.7 - 30 km SSW of Dry Creek, Alaska"
2.29,"13 km SW of Leilani Estates, Hawaii",1651014676230,1651015949510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72996062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72996062&format=geojson,,,,,reviewed,0,81,hv,72996062,",hv72996062,",",hv,",",origin,phase-data,",45.0,,0.16,196.0,ml,earthquake,"M 2.3 - 13 km SW of Leilani Estates, Hawaii"
1.4,"8 km NE of Fox, Alaska",1651014562385,1651014675784,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c837da,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c837da&format=geojson,,,,,automatic,0,30,ak,0225c837da,",ak0225c837da,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 1.4 - 8 km NE of Fox, Alaska"
4.4,"84 km ESE of Caburan, Philippines",1651014048928,1651641281040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgkx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgkx&format=geojson,,,,,reviewed,0,298,us,6000hgkx,",us6000hgkx,",",us,",",origin,phase-data,",,1.645,0.89,115.0,mb,earthquake,"M 4.4 - 84 km ESE of Caburan, Philippines"
0.98,"21km ENE of San Ardo, CA",1651013676140,1651117277096,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724861&format=geojson,,,,,reviewed,0,15,nc,73724861,",nc73724861,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.05372,0.13,126.0,md,earthquake,"M 1.0 - 21km ENE of San Ardo, CA"
1.51,"6km W of Cobb, CA",1651013287680,1651111813512,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724851&format=geojson,,,,,reviewed,0,35,nc,73724851,",nc73724851,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.006692,0.04,31.0,md,earthquake,"M 1.5 - 6km W of Cobb, CA"
1.0,"65 km N of Petersville, Alaska",1651013272567,1651013607219,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c7pyeg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c7pyeg&format=geojson,,,,,automatic,0,15,ak,0225c7pyeg,",ak0225c7pyeg,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.0 - 65 km N of Petersville, Alaska"
0.57,"17km ESE of Anza, CA",1651013060170,1651071530382,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246632,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246632&format=geojson,,,,,reviewed,0,5,ci,40246632,",ci40246632,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06899,0.11,72.0,ml,earthquake,"M 0.6 - 17km ESE of Anza, CA"
1.7,"5 km ESE of Big Lake, Alaska",1651013008417,1651013606449,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c7p2ko,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c7p2ko&format=geojson,,,,,automatic,0,44,ak,0225c7p2ko,",ak0225c7p2ko,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.7 - 5 km ESE of Big Lake, Alaska"
0.99,"3km ESE of Berkeley, CA",1651012842880,1651515190042,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724841&format=geojson,,,,,reviewed,0,15,nc,73724841,",nc73724841,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01539,0.05,78.0,md,earthquake,"M 1.0 - 3km ESE of Berkeley, CA"
2.18,"10 km SSE of Guánica, Puerto Rico",1651012817750,1651013859500,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346288&format=geojson,,,,,reviewed,0,73,pr,71346288,",pr71346288,",",pr,",",origin,phase-data,",4.0,,0.03,244.0,md,earthquake,"M 2.2 - 10 km SSE of Guánica, Puerto Rico"
4.6,western Indian-Antarctic Ridge,1651012114920,1651641125040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgjn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgjn&format=geojson,,,,,reviewed,0,326,us,6000hgjn,",us6000hgjn,",",us,",",origin,phase-data,",,16.894,0.65,135.0,mb,earthquake,M 4.6 - western Indian-Antarctic Ridge
1.91,"8km WSW of Corona, CA",1651012000790,1651071169680,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246624,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246624&format=geojson,,,,,reviewed,0,56,ci,40246624,",ci40246624,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",85.0,0.04849,0.18,32.0,ml,earthquake,"M 1.9 - 8km WSW of Corona, CA"
2.0,"3 km SE of Issaquah, Washington",1651011777560,1651016381610,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834471&format=geojson,,,,,reviewed,0,62,uw,61834471,",uw61834471,",",uw,",",origin,phase-data,",36.0,0.07739,0.26,48.0,ml,earthquake,"M 2.0 - 3 km SE of Issaquah, Washington"
1.97,"0 km NNW of Indios, Puerto Rico",1651011677000,1651019769300,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346263&format=geojson,,,,,reviewed,0,60,pr,71346263,",pr71346263,",",pr,",",origin,phase-data,",6.0,,0.07,172.0,md,earthquake,"M 2.0 - 0 km NNW of Indios, Puerto Rico"
1.4,"6 km SW of Liborio Negron Torres, Puerto Rico",1651011505700,1651015545980,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346258,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346258&format=geojson,,,,,reviewed,0,30,pr,71346258,",pr71346258,",",pr,",",origin,phase-data,",5.0,,0.04,132.0,md,earthquake,"M 1.4 - 6 km SW of Liborio Negron Torres, Puerto Rico"
2.83,"6 km SW of Liborio Negron Torres, Puerto Rico",1651010906190,1651640965040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022116001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022116001&format=geojson,,,,,reviewed,0,123,pr,2022116001,",us6000hgjk,pr2022116001,",",us,pr,",",origin,phase-data,",23.0,0.0646,0.23,132.0,md,earthquake,"M 2.8 - 6 km SW of Liborio Negron Torres, Puerto Rico"
0.5,"17 km ESE of Spanish Springs, Nevada",1651010484094,1651027151065,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837926&format=geojson,,,,,reviewed,0,4,nn,00837926,",nn00837926,",",nn,",",origin,phase-data,",4.0,0.135,0.0949,174.58,ml,earthquake,"M 0.5 - 17 km ESE of Spanish Springs, Nevada"
4.5,"98 km ESE of Tobelo, Indonesia",1651010067408,1651640879040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6pf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6pf&format=geojson,,,,,reviewed,0,312,us,7000h6pf,",us7000h6pf,",",us,",",origin,phase-data,",,1.675,0.8,81.0,mb,earthquake,"M 4.5 - 98 km ESE of Tobelo, Indonesia"
1.4,"68 km ESE of Denali National Park, Alaska",1651009688483,1651010402249,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225c74nzt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225c74nzt&format=geojson,,,,,automatic,0,30,ak,0225c74nzt,",ak0225c74nzt,",",ak,",",origin,phase-data,",,,1.47,,ml,earthquake,"M 1.4 - 68 km ESE of Denali National Park, Alaska"
1.32,"7 km SSW of Osburn, Idaho",1651009653480,1651070239460,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80544259,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80544259&format=geojson,,,,,reviewed,0,27,mb,80544259,",mb80544259,",",mb,",",origin,phase-data,",10.0,0.704,0.14,185.0,ml,earthquake,"M 1.3 - 7 km SSW of Osburn, Idaho"
1.52,"14 km WSW of Alder, Washington",1651009225280,1651010357850,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834436&format=geojson,,,,,reviewed,0,36,uw,61834436,",uw61834436,",",uw,",",origin,phase-data,",11.0,0.09888,0.18,110.0,ml,earthquake,"M 1.5 - 14 km WSW of Alder, Washington"
0.62,"10km NW of The Geysers, CA",1651008839620,1651010837148,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724796&format=geojson,,,,,automatic,0,6,nc,73724796,",nc73724796,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.001976,0.02,112.0,md,earthquake,"M 0.6 - 10km NW of The Geysers, CA"
0.82,"12km SW of La Quinta, CA",1651008410050,1651069429612,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246592&format=geojson,2.0,2.7,,,reviewed,0,11,ci,40246592,",ci40246592,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",33.0,0.06024,0.12,85.0,ml,earthquake,"M 0.8 - 12km SW of La Quinta, CA"
1.69,"9 km NW of Perry, Oklahoma",1651008220570,1651010412316,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022idte,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022idte&format=geojson,,,,,reviewed,0,44,ok,2022idte,",ok2022idte,",",ok,",",origin,phase-data,",62.0,0.07378552076,0.26,64.0,ml,earthquake,"M 1.7 - 9 km NW of Perry, Oklahoma"
0.52,"5km WNW of Anza, CA",1651008153060,1651069051138,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246584,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246584&format=geojson,,,,,reviewed,0,4,ci,40246584,",ci40246584,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.02131,0.1,59.0,ml,earthquake,"M 0.5 - 5km WNW of Anza, CA"
2.29,"11 km ESE of Canadian, Oklahoma",1651008009919,1651498998063,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022idtc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022idtc&format=geojson,2.0,2.0,,,reviewed,0,81,ok,2022idtc,",ok2022idtc,",",ok,",",dyfi,origin,phase-data,",76.0,0.09448145951,0.21,50.0,ml,earthquake,"M 2.3 - 11 km ESE of Canadian, Oklahoma"
2.8,"45 km SSE of False Pass, Alaska",1651007814968,1651010623040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgj3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgj3&format=geojson,,,,,reviewed,0,121,us,6000hgj3,",us6000hgj3,",",us,",",origin,phase-data,",,0.411,0.3,174.0,ml,earthquake,"M 2.8 - 45 km SSE of False Pass, Alaska"
1.79,"9 km SSW of Guánica, Puerto Rico",1651007581310,1651008392590,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346238&format=geojson,,,,,reviewed,0,49,pr,71346238,",pr71346238,",",pr,",",origin,phase-data,",3.0,,0.03,272.0,md,earthquake,"M 1.8 - 9 km SSW of Guánica, Puerto Rico"
0.51,"5km NW of Anza, CA",1651007380840,1651093576594,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246576&format=geojson,,,,,reviewed,0,4,ci,40246576,",ci40246576,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02299,0.07,98.0,ml,earthquake,"M 0.5 - 5km NW of Anza, CA"
2.13,"39km S of Qualeys Camp, NV",1651007378350,1651027150285,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724786&format=geojson,,,,,reviewed,0,70,nc,73724786,",nc73724786,nn00837921,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1919,0.14,72.0,md,earthquake,"M 2.1 - 39km S of Qualeys Camp, NV"
